bug.id,revision.id.buggy,revision.id.fixed,report.id,report.url
1,a500e8b71440de83c36cf7fc6847570e5a36c452,1af9b95aa30c8383588e169bf2fe749c3e9c7c64,TEMP-4,https://issues.apache.org/jira/browse
2,b1b05d240e1610c09ce4e3c7290dc66f69ae776b,cc37692b8edbb78cdee140d5c487e0bb42ec3e05,TEMP-1,https://issues.apache.org/jira/browse
3,8dcf11911ab73ddb5455853a31149a00549261b5,82403d07579665a0c194a638425ac24e08581ac2,TEMP-287,https://issues.apache.org/jira/browse
4,c886434a34107af01ae3cf70645e8e7d8aaa9ede,591af95e0a51d067f69f0ddf1a0ac54ef5c04842,TEMP-33,https://issues.apache.org/jira/browse
5,0b980a180d66545bfcc669d6185107e6b665be01,c886434a34107af01ae3cf70645e8e7d8aaa9ede,TEMP-33,https://issues.apache.org/jira/browse
6,eebcd676eff73798d20dfa1750c3b8b4ba25bda8,44173949e8165537b201d4efd024e31e6e8b06eb,TEMP-254,https://issues.apache.org/jira/browse
7,cf94289a3ee4c8ac9d9e958f2e8bbc06efd24d48,a1222147c2d3a99aa19776ee2dea30974d57571a,TEMP-69,https://issues.apache.org/jira/browse
8,d63b4bd3e61e83b6dbe7b3d6f81a06967f17e784,bd39a1c9cfb3ee394791f7e015a3045d042c01ba,TEMP-61,https://issues.apache.org/jira/browse
9,2b026b24d9965586b3c13d4b48f191970de2c770,bc0edc47dbf47cdaa3485cfb724982f377c900df,TEMP-3,https://issues.apache.org/jira/browse
10,d687ec917e84dea7591a01546d4c52611597c3ce,c67275279176504a6f5fc556cfa247e1df02a580,TEMP-57,https://issues.apache.org/jira/browse
11,e5fb78e2fa5e8d839fb85c337af9ec28b9427b59,ef1309b0975a102abcb1d7e351b1ec2438173d2c,TEMP-55,https://issues.apache.org/jira/browse
12,abfcc8211f529ab75f3b3edd4a827e484109eb0b,a315e187908d184b1d40f9e7425bc65333a2d07a,TEMP-274,https://issues.apache.org/jira/browse
13,b486fbd33d9350b5faf27662f18841ae89128910,0f56df924fabac851a111a04569f4a3d7331ef8e,TEMP-8,https://issues.apache.org/jira/browse
14,5764b6270287a74d31cb83f70ab38bdd916e619e,ac2a1c85616f0140418de9190389fe7b80296c39,TEMP-265,https://issues.apache.org/jira/browse
15,9e51962309fac2806f5fe0e4e3df94e0e187607a,1bf9e6c551b6a2e7d37291673a1ff77c338ce131,TEMP-265,https://issues.apache.org/jira/browse
16,f6af62367494ff8d0d7844f7f435e5ee36c81dcf,afc13c445a4c80432e52d735685b272fadfeeddf,TEMP-266,https://issues.apache.org/jira/browse
17,672ba92cfbc6c5af7789a42134bbbefc9a6117ab,f6af62367494ff8d0d7844f7f435e5ee36c81dcf,TEMP-5,https://issues.apache.org/jira/browse
18,58139aefcacfa7954de1552c2ec5640ddbaf3713,23c16ccf9ccf0eb817df184045999da4fbc5c267,TEMP-4,https://issues.apache.org/jira/browse
19,a154084dbf5af77f6f3a64a7561fd77aadb78429,085a1538fa20d8e48faad49eaffd697f024bf1af,TEMP-252,https://issues.apache.org/jira/browse
20,ce5ebdf348d9b1d2e9c45d22c0d9cf582dcd059c,b1ffe271a5f8a6ff7b6bf714a9b2631e7dc6bbb0,TEMP-241,https://issues.apache.org/jira/browse
21,faa6455a9a0bccf29d049f0b0958eb9b2e804fc3,639e070cfe87ea05f3aa618553e7971ccfaec0b7,TEMP-224,https://issues.apache.org/jira/browse
22,b06091d23d7d2780fbb531d0082cee6999dbaa7f,faa6455a9a0bccf29d049f0b0958eb9b2e804fc3,TEMP-224,https://issues.apache.org/jira/browse
23,82e49aae81638b90f2bff2df055b38aa8e70c088,9ed70efb45a95b0327232d1f9329f777bc428da7,TEMP-230,https://issues.apache.org/jira/browse
24,df52eee396b1e8ce24fd1ec34752e1049618255a,46ad66ae8f1c805b40775e856d70277b669df6fb,TEMP-224,https://issues.apache.org/jira/browse
25,e89475ca66e263698d3c4f08b589fa7e6aa444e0,df52eee396b1e8ce24fd1ec34752e1049618255a,TEMP-224,https://issues.apache.org/jira/browse
26,6d5ab6ae4d18514a9f8753da15a1d6c2fc707835,87c9813a79cde41b2f954688f15bd86588092c7f,TEMP-220,https://issues.apache.org/jira/browse
27,62a3b36efc78e53c233c2fb49cc8199c5eabec1d,a1b5d44432c057cf675f051bb20379937565f4ef,TEMP-5,https://issues.apache.org/jira/browse
28,40c4892e932afba6ac2ace430ee59a465565bd50,62a3b36efc78e53c233c2fb49cc8199c5eabec1d,TEMP-215,https://issues.apache.org/jira/browse
29,0ef85fe1117d2b0c8a74558d811c30e8ceb9be62,4eb17f5ab2ee09cc00f4ce4d2e26cc7ddffa8cc9,TEMP-209,https://issues.apache.org/jira/browse
30,3d57a495145916d1cd183cced771935c06da786a,b88c9ba0b2c8a8a21862d405bf24098f7037dbed,TEMP-208,https://issues.apache.org/jira/browse
31,99222749ca9b0d9338ed5df796db9c32b82424b8,483f811dfefdc6bee162481425f261d983f15e4a,TEMP-207,https://issues.apache.org/jira/browse
32,23df383408513eddaf3e6dc4244c89fd48427695,777cb81088d47472df21a452edd5ba568d4b3fdf,TEMP-193,https://issues.apache.org/jira/browse
33,4381ba54c845402f18760fb04ff1f6db1922f6b2,4d2c8a22d1e1831858029b8ef225a07f4445a221,TEMP-205,https://issues.apache.org/jira/browse
34,324b7f901b91614927926a5bab1d9e0e2325f018,4381ba54c845402f18760fb04ff1f6db1922f6b2,TEMP-186,https://issues.apache.org/jira/browse
35,5560a086886c4d6dba2c30eb75e57e3167765c6e,324b7f901b91614927926a5bab1d9e0e2325f018,TEMP-203,https://issues.apache.org/jira/browse
36,f588f55ad6ee8d64fcb9956847dfa8c064d888ee,5560a086886c4d6dba2c30eb75e57e3167765c6e,TEMP-202,https://issues.apache.org/jira/browse
37,406a35f1a128944b7c51dcbc4a1f04c3f8bec3e6,1596f3bbe57986361da4ac1a23634dd5b00d10df,TEMP-2,https://issues.apache.org/jira/browse
38,106f3b8dd48d32cbfcba4a42e1161505c2e3cac6,cd745ecf52fb2fe8fed1c67fc9149e4be11a73f0,TEMP-2,https://issues.apache.org/jira/browse
39,a2cf820dd69e55050a8db004c305a6133c3feb2e,20002f7f4e971349a1c95dd3b05846c5b824b65c,TEMP-2,https://issues.apache.org/jira/browse
40,10b14afb9ff42a3f216296f526f65d001b545e3f,3433f467554985a6bd9bf530a4810376be6fe250,TEMP-201,https://issues.apache.org/jira/browse
41,96c3d7ddba36c2292d8127aa4a56edb4f501daf3,e7c2198454153e0d74535e21cafbf1583a92de55,TEMP-200,https://issues.apache.org/jira/browse
42,560487a936449c458f768c92f7eb2be27b9216f1,135281e95ce1616ba42a18691282be9d8d4af73b,TEMP-1,https://issues.apache.org/jira/browse
43,6a999186695d404ccb6c1528df68fe2eb42863c2,4c971f08861e8cefb8ca9ac20799bfdad4e973a4,TEMP-182,https://issues.apache.org/jira/browse
44,879c762baac4a9d7aade43d302e730e239a54c21,aa2434d301c49d100f50af544333886a6767ce9d,TEMP-177,https://issues.apache.org/jira/browse
45,fba4aa31507935bb96947cf86e5402e88ef49be4,c1b7d4ccd8d500879aae6b0c6d202e2b0f5007cc,TEMP-1,https://issues.apache.org/jira/browse
46,e66e2de3fafbdce55f51c942b970d4fbc0370a77,27cf61e22583db8e796e7c14f1f20fbc9538b1ef,TEMP-175,https://issues.apache.org/jira/browse
47,02dd7c20646bf67dcfb6f7da6beeb7cdffc6ac22,6a585453d385449dc23d90479488f92f02cd6b83,TEMP-1,https://issues.apache.org/jira/browse
48,ac6e754ecfc86822aa1ab74d657b0b3f0222b2e6,02dd7c20646bf67dcfb6f7da6beeb7cdffc6ac22,TEMP-162,https://issues.apache.org/jira/browse
49,4141904a4bc95471d2f80ecf35d012e7fcf34bb3,84234a65638f0e9e4be73dfcccaa6530a5b571af,TEMP-1,https://issues.apache.org/jira/browse
50,88cf9e4ab6e1b127de46fb2540f4d1fffac56442,2ddaae14dd23643a4b5f71f8274534b0b34556a4,TEMP-162,https://issues.apache.org/jira/browse
51,b54f2578bc8f922b958219995fcad9cfbd4e608e,6c740e79cb07ec9074b2c77822732c0678690ae9,TEMP-162,https://issues.apache.org/jira/browse
52,0a531dbc4d52a5a22374b38003e3728371469dc4,043c62bffd422755c68475b8d66d280dac6c2a97,TEMP-1,https://issues.apache.org/jira/browse
53,04a9d631701e267ff07c8626421bfec0634e61f5,2574d486d334dcf90af4d105960409ef1c333465,TEMP-1,https://issues.apache.org/jira/browse
54,b20a8e9fd4d7d63621bf61ffaa43b51ea2fca3c7,880a9f6c45dbcb14215bb35de21fdbbfaeb89c2e,TEMP-162,https://issues.apache.org/jira/browse
55,06aa39c58ae8c758c80396e1c3c6c607281e35a9,4e4db7b36b883405058a25575a0f7cf5c24ac243,TEMP-1,https://issues.apache.org/jira/browse
56,363f8abe502848af3b844936f9e2d5181084c0b0,67289747fc56e79ee9092a47cd2ff5bd0c688a29,TEMP-1,https://issues.apache.org/jira/browse
57,028893dad71e4823f67a427903699999d6eedd4b,9cd78b4c83df53ba302baadac4c976ca84f428f9,TEMP-150,https://issues.apache.org/jira/browse
