project,technique,precision,recall,wasted,bug id,original score percentage,f-score,expense,t-score,cost,exam-score,bug index,changed files,changed functions,ranked name MRR,ranked name avg similarity
Codec,20_sigmuid,0.460710900502921,0.2303554502514605,1.5,264,0.2,0.3071406003352807,37.5,37.5,0.375,25.0,8,1,4,ranked 1,ranked 1
Codec,40_sigmuid,0.4468967970299751,0.22344839851498755,1.5,264,0.2,0.29793119801998336,37.5,37.5,0.375,25.0,8,1,4,ranked 2,ranked 2
Codec,60_sigmuid,0.4317750841388237,0.21588754206941185,2.0,264,0.2,0.28785005609254916,50.0,50.0,0.5,25.0,8,1,4,ranked 15,ranked 4
Codec,80_sigmuid,0.44035084735075125,0.22017542367537563,1.5,264,0.2,0.2935672315671675,37.5,37.5,0.375,0.0,8,1,4,ranked 16,ranked 5
Codec,100_sigmuid,0.48589389338740474,0.24294694669370237,1.5,264,0.2,0.32392926225826985,37.5,37.5,0.375,0.0,8,1,4,ranked 14,ranked 3
Codec,120_sigmuid,0.4370254377414701,0.21851271887073506,1.5,264,0.2,0.29135029182764677,37.5,37.5,0.375,0.0,8,1,4,ranked 5,ranked 8
Codec,140_sigmuid,0.4854187699247892,0.2427093849623946,1.5,264,0.2,0.3236125132831928,37.5,37.5,0.375,25.0,8,1,4,ranked 9,ranked 7
Codec,160_sigmuid,0.5026269320542287,0.25131346602711435,1.0,264,0.2,0.3350846213694858,25.0,25.0,0.25,0.0,8,1,4,ranked 12,ranked 22
Codec,180_sigmuid,0.4932449907233829,0.24662249536169145,1.5,264,0.2,0.3288299938155886,37.5,37.5,0.375,0.0,8,1,4,ranked 3,ranked 19
Codec,200_sigmuid,0.5553563936088632,0.2776781968044316,1.0,264,0.2,0.37023759573924214,25.0,25.0,0.25,0.0,8,1,4,ranked 11,ranked 14
Codec,220_sigmuid,0.5690547168339617,0.28452735841698085,1.0,264,0.2,0.37936981122264113,25.0,25.0,0.25,0.0,8,1,4,ranked 4,ranked 21
Codec,240_sigmuid,0.4770883865177994,0.2385441932588997,1.5,264,0.2,0.31805892434519956,37.5,37.5,0.375,0.0,8,1,4,ranked 8,ranked 12
Codec,260_sigmuid,0.5050728270771807,0.25253641353859035,1.0,264,0.2,0.3367152180514538,25.0,25.0,0.25,0.0,8,1,4,ranked 13,ranked 6
Codec,280_sigmuid,0.49598607825935753,0.24799303912967877,1.5,264,0.2,0.33065738550623835,37.5,37.5,0.375,0.0,8,1,4,ranked 10,ranked 9
Codec,300_sigmuid,0.49495238291950744,0.24747619145975372,1.5,264,0.2,0.32996825527967166,37.5,37.5,0.375,0.0,8,1,4,ranked 27,ranked 10
Codec,320_sigmuid,0.4955344991416637,0.24776724957083185,1.5,264,0.2,0.33035633276110915,37.5,37.5,0.375,0.0,8,1,4,ranked 21,ranked 11
Codec,340_sigmuid,0.5234400209799829,0.26172001048999144,1.0,264,0.2,0.3489600139866553,25.0,25.0,0.25,0.0,8,1,4,ranked 17,ranked 17
Codec,360_sigmuid,0.49593378842794844,0.24796689421397422,1.5,264,0.2,0.3306225256186323,37.5,37.5,0.375,0.0,8,1,4,ranked 18,ranked 25
Codec,380_sigmuid,0.47839377303930813,0.23919688651965407,1.5,264,0.2,0.3189291820262054,37.5,37.5,0.375,0.0,8,1,4,ranked 30,ranked 18
Codec,400_sigmuid,0.45807321839018145,0.22903660919509072,1.5,264,0.2,0.3053821455934543,37.5,37.5,0.375,0.0,8,1,4,ranked 19,ranked 23
Codec,420_sigmuid,0.4764519779778851,0.23822598898894254,1.5,264,0.2,0.3176346519852567,37.5,37.5,0.375,0.0,8,1,4,ranked 22,ranked 15
Codec,440_sigmuid,0.5237434471809648,0.2618717235904824,1.0,264,0.2,0.34916229812064314,25.0,25.0,0.25,0.0,8,1,4,ranked 28,ranked 13
Codec,460_sigmuid,0.44640485385578355,0.22320242692789177,2.0,264,0.2,0.29760323590385573,50.0,50.0,0.5,25.0,8,1,4,ranked 25,ranked 26
Codec,480_sigmuid,0.48309876754445363,0.24154938377222682,2.0,264,0.2,0.32206584502963576,50.0,50.0,0.5,25.0,8,1,4,ranked 26,ranked 20
Codec,500_sigmuid,0.5337091963525348,0.2668545981762674,1.0,264,0.2,0.35580613090168983,25.0,25.0,0.25,0.0,8,1,4,ranked 6,ranked 30
Codec,520_sigmuid,0.5218382428218231,0.26091912141091156,1.0,264,0.2,0.34789216188121547,25.0,25.0,0.25,0.0,8,1,4,ranked 29,ranked 24
Codec,540_sigmuid,0.5037906358433341,0.25189531792166703,1.0,264,0.2,0.335860423895556,25.0,25.0,0.25,0.0,8,1,4,ranked 20,ranked 27
